"trial_type","trial_index","time_elapsed","internal_node_id","value","rt","stimulus","key_press","responses","success","hand","test","gap","finger","cue","con","correct_response","correct"
"pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","",""
"call-function","1","5","0.0-1.0","","","","","","","","","","","","","",""
"html-keyboard-response","2","27466","0.0-2.0","","27460.330000030808","<div class = 'my_window'><p><h1>Welcome!</h1><br><p><p>This experiment is adminterested by Carl Michael Galang (McMaster University), Dr. Emiel Cracco (Ghent University), Dr. Marcel Brass (Humboldt University of Berlin), & Dr. Sukhvinder Obhi (McMaster University).</p><p>The purpose of this study is to explore basic perceptual processing mechanisms.</p><p>Information gathered during this study will be written up for publication in an academic journal. While there are no direct benefits to you taking part in this study (other than learning more about the research topic and getting paid on Prolific), the results of this study will provide us with a better understanding of perceptual and sensory processes. To learn about this study, particularly in the terms of any associated risks or harms, how confidentiality and anonymity will be handled, withdrawal procedures, incentives that are promised, how to obtain information about the results, etc., please read the accompanying letter of information - <a href='LOI.pdf' target='_blank'>Click Here</a> (this will open a new window).</p><p>This study should take around 10min to complete.</p><p>If you have questions or need more information about the study itself, please contact me at: galangc@mcmaster.ca. This study has been reviewed by the McMaster University Research Ethics Board and received ethics clearance. If you have concerns or questions about your rights as a participant or about the way the study is conducted, please contact the McMaster Research Ethics Secretariat at ethicsoffice@mcmaster.ca.</p><br><p><h1>CONSENT</h1></p><p>I have read the information presented in the letter of information and I agree to participate in this study.</p><p>By pressing Enter, I consent to the above.<p>","13","","","","","","","","","",""
"survey-html-form","3","36098","0.0-3.0","","8630.434999940917","","","{""1"":""5df7ed22b633b5593ff8d777""}","","","","","","","","",""
"fullscreen","4","40875","0.0-4.0","","","","","","true","","","","","","","",""
"call-function","5","40878","0.0-5.0","","","","","","","","","","","","","",""
"html-keyboard-response","6","97305","0.0-6.0","","56425.270000007","<div class = 'my_window'><h1>Instructions</h1><p>Your task in this experiment is to respond to the letters I or M as they appear on the screen. Unlike most experiments, your task will be to <strong><u>release</u></strong> keys (not push).</p><p>Before each trial starts, please ensure that you keep the <strong><u>V key</u></strong> and <strong><u>B key</u></strong> depressed with your <strong><u>right index finger</u></strong> on the <strong><u>V key</u></strong> and your <strong><u>right middle finger</u></strong> on the <strong><u>B key</u></strong> (see image below). Responses on this experiment will consist of lifting your <strong><u>right index finger</u></strong> to release the <strong><u>V key</u></strong> if you see the letter <strong><u>I</u></strong> or lifting your <strong><u>right middle finger</u></strong> to release the <strong><u>B key</u></strong> if you see the letter <strong><u>M</u></strong> as fast as you can. It is important that you <strong><u>only use your right hand</u></strong> to do the task.</p><p><img src='keyboard_img.png'></p><p>While you complete this task, there will be a couple of hands moving in the background. Ignore them and focus on the task.</p><p>Press ENTER to continue.</p></div>","13","","","","","","","","","",""
"html-keyboard-response","7","142537","0.0-7.0","","45231.19000007864","<div class = 'my_window'><h1>Practice</h1><p>You will first do a practice phase. In the practice phase, you will get feedback on your performance. The practice phase contains 10 trials, but will add an extra trial every time you respond incorrectly.</p><p><p>Before each trial starts, please ensure that you keep the <strong><u>V key</u></strong> and <strong><u>B key</u></strong> depressed with your <strong><u>right index finger</u></strong> on the <strong><u>V key</u></strong> and your <strong><u>right middle finger</u></strong> on the <strong><u>B key</u></strong> (see image below). Responses on this experiment will consist of lifting your <strong><u>right index finger</u></strong> to release the <strong><u>V key</u></strong> if you see the letter <strong><u>I</u></strong> or lifting your <strong><u>right middle finger</u></strong> to release the <strong><u>B key</u></strong> if you see the letter <strong><u>M</u></strong> as fast as you can. It is important that you <strong><u>only use your right hand</u></strong> to do the task.</p><p><img src='keyboard_img.png'></p><p>While you complete this task, there will be a couple of hands moving in the background. Ignore them and focus on the task.</p><p>This is a reaction time experiment, so please try to respond as fast as possible while at the same time minimizing mistakes.</p><p>Press ENTER to begin.</p></div>","13","","","","","","","","","",""
"fixation-image-keyboard-release-original","68","144609","0.0-8.0-1.0","","759.4749999698251","Stim/Stim-GB/II_I.PNG","86","","","2","exp","700","1","0","C","v","true"
"html-keyboard-response","69","145722","0.0-8.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","70","147152","0.0-9.0-1.0","","405.9150000102818","Stim/Stim-BG/NI_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"html-keyboard-response","71","148271","0.0-9.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","72","149690","0.0-10.0-1.0","","401.14500001072884","Stim/Stim-BG/II_M.PNG","86","","","2","exp","400","1","1","IC","b","false"
"html-keyboard-response","73","150805","0.0-10.0-2.0","","null","<p> INCORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","74","152202","0.0-10.1-1.1","","377.8450000099838","Stim/Stim-GB/NM_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"html-keyboard-response","75","153322","0.0-10.1-2.1","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","76","154794","0.0-11.0-1.0","","464.44000001065433","Stim/Stim-BG/NI_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"html-keyboard-response","77","155906","0.0-11.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","78","157490","0.0-12.0-1.0","","579.4050000840798","Stim/Stim-GB/II_M.PNG","66","","","2","exp","700","1","1","IC","b","true"
"html-keyboard-response","79","158612","0.0-12.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","80","160065","0.0-13.0-1.0","","446.8849999830127","Stim/Stim-BG/NM_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"html-keyboard-response","81","161181","0.0-13.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","82","162618","0.0-14.0-1.0","","425.675000064075","Stim/Stim-GB/IN_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"html-keyboard-response","83","163742","0.0-14.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","84","165194","0.0-15.0-1.0","","448.0650000041351","Stim/Stim-BG/NM_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"html-keyboard-response","85","166303","0.0-15.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","86","167842","0.0-16.0-1.0","","523.2550000073388","Stim/Stim-BG/MN_M.PNG","66","","","1","exp","100","2","1","C","b","true"
"html-keyboard-response","87","168965","0.0-16.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"fixation-image-keyboard-release-original","88","170386","0.0-17.0-1.0","","410.96000000834465","Stim/Stim-BG/MM_M.PNG","66","","","2","exp","700","2","1","C","b","true"
"html-keyboard-response","89","171497","0.0-17.0-2.0","","null","<p> CORRECT </p>","null","","","","","","","","","",""
"call-function","90","171498","0.0-18.0","","","","","","","","","","","","","",""
"survey-html-form","91","175225","0.0-19.0","","3725.7550000213087","","","{""hands"":""Right""}","","","","","","","","",""
"html-keyboard-response","92","178480","0.0-20.0","","3254.765000077896","If you are using <strong><u>just</u></strong> your <strong></u>right hand</u></strong>, then good job! If not, please do so in the main part of the experiment.<br><br>Press Enter to continue","13","","","","","","","","","",""
"html-keyboard-response","93","207641","0.0-21.0","","29159.370000008494","<div class = 'my_window'><h1>Main Trials</h1><p>Good Job! We will now begin the main trials. In the main trials, you will <strong>not</strong> get feedback. There are 192 trials overall. You will get a self-paced break every 48 trials.</p><p>Instructions Reminder: <p>Before each trial starts, please ensure that you keep the <strong><u>V key</u></strong> and <strong><u>B key</u></strong> depressed with your <strong><u>right index finger</u></strong> on the <strong><u>V key</u></strong> and your <strong><u>right middle finger</u></strong> on the <strong><u>B key</u></strong> (see image below). Responses on this experiment will consist of lifting your <strong><u>right index finger</u></strong> to release the <strong><u>V key</u></strong> if you see the letter <strong><u>I</u></strong> or lifting your <strong><u>right middle finger</u></strong> to release the <strong><u>B key</u></strong> if you see the letter <strong><u>M</u></strong> as fast as you can. It is important that you <strong><u>only use your right hand</u></strong> to do the task.</p><p><img src='keyboard_img.png'></p><p>While you complete this task, there will be a couple of hands moving in the background. Ignore them and focus on the task.</p><p>Remember: this is a reaction time experiment, so please try to respond as fast as possible while at the same time minimizing mistakes.</p><p>Press ENTER to begin.</p></div>","13","","","","","","","","","",""
"call-function","94","207641","0.0-22.0","","","","","","","","","","","","","",""
"fixation-image-keyboard-release-original","190","209538","0.0-23.0-1.0","","417.82500001136214","Stim/Stim-BG/IN_I.PNG","86","","","1","exp","400","1","0","C","v","true"
"fixation-image-keyboard-release-original","191","211906","0.0-23.0-1.1","","354.67999998945743","Stim/Stim-BG/NM_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"fixation-image-keyboard-release-original","192","214433","0.0-23.0-1.2","","525.1599999610335","Stim/Stim-BG/II_M.PNG","66","","","2","exp","100","1","1","IC","b","true"
"fixation-image-keyboard-release-original","193","216914","0.0-23.0-1.3","","471.7800000216812","Stim/Stim-BG/IN_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","194","219489","0.0-23.0-1.4","","549.1600000532344","Stim/Stim-BG/II_M.PNG","66","","","2","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","195","222057","0.0-23.0-1.5","","552.7250000741333","Stim/Stim-BG/NM_I.PNG","86","","","1","exp","100","2","0","IC","v","true"
"fixation-image-keyboard-release-original","196","224585","0.0-23.0-1.6","","505.93499990645796","Stim/Stim-GB/MN_M.PNG","66","","","1","exp","700","2","1","C","b","true"
"fixation-image-keyboard-release-original","197","227009","0.0-23.0-1.7","","410.5549999512732","Stim/Stim-BG/NM_M.PNG","66","","","1","exp","100","2","1","C","b","true"
"fixation-image-keyboard-release-original","198","229409","0.0-23.0-1.8","","385.3749999543652","Stim/Stim-BG/MM_I.PNG","86","","","2","exp","400","2","0","IC","v","true"
"fixation-image-keyboard-release-original","199","231801","0.0-23.0-1.9","","381.43499998841435","Stim/Stim-GB/MM_M.PNG","66","","","2","exp","700","2","1","C","b","true"
"fixation-image-keyboard-release-original","200","234281","0.0-23.0-1.10","","475.13500007335097","Stim/Stim-GB/MN_I.PNG","86","","","1","exp","700","2","0","IC","v","true"
"fixation-image-keyboard-release-original","201","236713","0.0-23.0-1.11","","422.3350000102073","Stim/Stim-BG/IN_M.PNG","66","","","1","exp","100","1","1","IC","b","true"
"fixation-image-keyboard-release-original","202","239218","0.0-23.0-1.12","","475.899999961257","Stim/Stim-BG/NM_I.PNG","86","","","1","exp","700","2","0","IC","v","true"
"fixation-image-keyboard-release-original","203","241777","0.0-23.0-1.13","","544.980000006035","Stim/Stim-BG/NI_I.PNG","86","","","1","exp","100","1","0","C","v","true"
"fixation-image-keyboard-release-original","204","244184","0.0-23.0-1.14","","390.05000004544854","Stim/Stim-GB/MN_I.PNG","86","","","1","exp","400","2","0","IC","v","true"
"fixation-image-keyboard-release-original","205","246697","0.0-23.0-1.15","","487.96499997843057","Stim/Stim-GB/II_I.PNG","86","","","2","exp","400","1","0","C","v","true"
"fixation-image-keyboard-release-original","206","249241","0.0-23.0-1.16","","514.8599999956787","Stim/Stim-GB/NI_I.PNG","86","","","1","exp","100","1","0","C","v","true"
"fixation-image-keyboard-release-original","207","251746","0.0-23.0-1.17","","492.71000002045184","Stim/Stim-GB/IN_M.PNG","66","","","1","exp","100","1","1","IC","b","true"
"fixation-image-keyboard-release-original","208","254257","0.0-23.0-1.18","","493.32999996840954","Stim/Stim-GB/MM_I.PNG","86","","","2","exp","400","2","0","IC","v","true"
"fixation-image-keyboard-release-original","209","256712","0.0-23.0-1.19","","429.219999932684","Stim/Stim-GB/MN_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"fixation-image-keyboard-release-original","210","259242","0.0-23.0-1.20","","524.8600000049919","Stim/Stim-GB/II_M.PNG","66","","","2","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","211","261706","0.0-23.0-1.21","","445.7149999216199","Stim/Stim-GB/II_I.PNG","86","","","2","exp","700","1","0","C","v","true"
"fixation-image-keyboard-release-original","212","264209","0.0-23.0-1.22","","499.2199999978766","Stim/Stim-GB/NI_I.PNG","86","","","1","exp","700","1","0","C","v","true"
"fixation-image-keyboard-release-original","213","266625","0.0-23.0-1.23","","400.20999999251217","Stim/Stim-GB/MN_I.PNG","86","","","1","exp","700","2","0","IC","v","true"
"fixation-image-keyboard-release-original","214","269065","0.0-23.0-1.24","","431.0250000562519","Stim/Stim-BG/II_M.PNG","66","","","2","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","215","271513","0.0-23.0-1.25","","425.59500003699213","Stim/Stim-GB/MM_I.PNG","86","","","2","exp","700","2","0","IC","v","true"
"fixation-image-keyboard-release-original","216","274129","0.0-23.0-1.26","","599.2349999723956","Stim/Stim-BG/NM_I.PNG","86","","","1","exp","100","2","0","IC","v","true"
"fixation-image-keyboard-release-original","217","276520","0.0-23.0-1.27","","368.5549999354407","Stim/Stim-GB/NI_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","218","278936","0.0-23.0-1.28","","397.89000002201647","Stim/Stim-BG/MN_I.PNG","86","","","1","exp","700","2","0","IC","v","true"
"fixation-image-keyboard-release-original","219","281488","0.0-23.0-1.29","","536.3649999490008","Stim/Stim-GB/II_I.PNG","86","","","2","exp","400","1","0","C","v","true"
"fixation-image-keyboard-release-original","220","284014","0.0-23.0-1.30","","511.2899999367073","Stim/Stim-GB/II_M.PNG","66","","","2","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","221","286536","0.0-23.0-1.31","","501.04999996256083","Stim/Stim-GB/II_M.PNG","66","","","2","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","222","288936","0.0-23.0-1.32","","385.5749999638647","Stim/Stim-GB/NI_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","223","291383","0.0-23.0-1.33","","435.1549999555573","Stim/Stim-BG/II_M.PNG","66","","","2","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","224","293936","0.0-23.0-1.34","","529.9299999605864","Stim/Stim-BG/II_I.PNG","86","","","2","exp","700","1","0","C","v","true"
"fixation-image-keyboard-release-original","225","296383","0.0-23.0-1.35","","442.5150000024587","Stim/Stim-GB/II_M.PNG","66","","","2","exp","100","1","1","IC","b","true"
"fixation-image-keyboard-release-original","226","298936","0.0-23.0-1.36","","528.9150000317022","Stim/Stim-BG/MM_I.PNG","86","","","2","exp","100","2","0","IC","v","true"
"fixation-image-keyboard-release-original","227","301272","0.0-23.0-1.37","","324.5250000618398","Stim/Stim-GB/II_M.PNG","66","","","2","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","228","303656","0.0-23.0-1.38","","360.3300000540912","Stim/Stim-BG/II_I.PNG","86","","","2","exp","400","1","0","C","v","true"
"fixation-image-keyboard-release-original","229","305984","0.0-23.0-1.39","","309.93499991018325","Stim/Stim-GB/NM_I.PNG","66","","","1","exp","100","2","0","IC","v","false"
"fixation-image-keyboard-release-original","230","308512","0.0-23.0-1.40","","517.2350000357255","Stim/Stim-BG/II_I.PNG","86","","","2","exp","400","1","0","C","v","true"
"fixation-image-keyboard-release-original","231","310920","0.0-23.0-1.41","","388.7499999254942","Stim/Stim-GB/II_I.PNG","86","","","2","exp","700","1","0","C","v","true"
"fixation-image-keyboard-release-original","232","313416","0.0-23.0-1.42","","474.76500004995614","Stim/Stim-BG/MN_M.PNG","66","","","1","exp","700","2","1","C","b","true"
"fixation-image-keyboard-release-original","233","315912","0.0-23.0-1.43","","489.27000002004206","Stim/Stim-BG/MM_M.PNG","66","","","2","exp","100","2","1","C","b","true"
"fixation-image-keyboard-release-original","234","318352","0.0-23.0-1.44","","424.58499991334975","Stim/Stim-GB/IN_I.PNG","86","","","1","exp","100","1","0","C","v","true"
"fixation-image-keyboard-release-original","235","320752","0.0-23.0-1.45","","388.82999995257705","Stim/Stim-BG/NI_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","236","323192","0.0-23.0-1.46","","434.90999995265156","Stim/Stim-BG/NI_M.PNG","66","","","1","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","237","325576","0.0-23.0-1.47","","364.00000005960464","Stim/Stim-GB/NM_M.PNG","66","","","1","exp","100","2","1","C","b","true"
"html-keyboard-response","238","379895","0.0-23.0-2.47-0.47","","53316.32499990519","Take a break. Feel free to start again by pressing Enter.","13","","","","","","","","","",""
"fixation-image-keyboard-release-original","556","383120","0.0-23.0-1.48","","597.940000006929","Stim/Stim-BG/NM_I.PNG","86","","","1","exp","400","2","0","IC","v","true"
"fixation-image-keyboard-release-original","557","385527","0.0-23.0-1.49","","390.9799999091774","Stim/Stim-BG/II_I.PNG","86","","","2","exp","100","1","0","C","v","true"
"fixation-image-keyboard-release-original","558","387816","0.0-23.0-1.50","","283.59000000637025","Stim/Stim-BG/NM_I.PNG","66","","","1","exp","400","2","0","IC","v","false"
"fixation-image-keyboard-release-original","559","390328","0.0-23.0-1.51","","479.4850000180304","Stim/Stim-BG/MN_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"fixation-image-keyboard-release-original","560","392784","0.0-23.0-1.52","","432.93999996967614","Stim/Stim-BG/IN_I.PNG","86","","","1","exp","400","1","0","C","v","true"
"fixation-image-keyboard-release-original","561","395167","0.0-23.0-1.53","","373.4199999598786","Stim/Stim-BG/MM_M.PNG","66","","","2","exp","700","2","1","C","b","true"
"fixation-image-keyboard-release-original","562","397624","0.0-23.0-1.54","","442.1800000127405","Stim/Stim-GB/MN_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"fixation-image-keyboard-release-original","563","400040","0.0-23.0-1.55","","399.585000006482","Stim/Stim-BG/II_I.PNG","86","","","2","exp","100","1","0","C","v","true"
"fixation-image-keyboard-release-original","564","402456","0.0-23.0-1.56","","399.92500003427267","Stim/Stim-BG/MM_I.PNG","86","","","2","exp","100","2","0","IC","v","true"
"fixation-image-keyboard-release-original","565","405024","0.0-23.0-1.57","","559.7899999702349","Stim/Stim-GB/II_M.PNG","66","","","2","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","566","407536","0.0-23.0-1.58","","490.84500002209097","Stim/Stim-GB/NM_I.PNG","86","","","1","exp","100","2","0","IC","v","true"
"fixation-image-keyboard-release-original","567","409879","0.0-23.0-1.59","","331.0249999631196","Stim/Stim-GB/NM_M.PNG","66","","","1","exp","400","2","1","C","b","true"
"fixation-image-keyboard-release-original","568","412184","0.0-23.0-1.60","","282.14000002481043","Stim/Stim-GB/II_I.PNG","86","","","2","exp","100","1","0","C","v","true"
"fixation-image-keyboard-release-original","569","414600","0.0-23.0-1.61","","389.6449999883771","Stim/Stim-GB/NM_I.PNG","86","","","1","exp","400","2","0","IC","v","true"
"fixation-image-keyboard-release-original","570","416993","0.0-23.0-1.62","","365.58500002138317","Stim/Stim-GB/NI_M.PNG","66","","","1","exp","700","1","1","IC","b","true"
"fixation-image-keyboard-release-original","571","419472","0.0-23.0-1.63","","466.6250000009313","Stim/Stim-GB/MM_M.PNG","66","","","2","exp","100","2","1","C","b","true"
"fixation-image-keyboard-release-original","572","421864","0.0-23.0-1.64","","385.78000001143664","Stim/Stim-BG/MM_M.PNG","66","","","2","exp","100","2","1","C","b","true"
"fixation-image-keyboard-release-original","573","424328","0.0-23.0-1.65","","449.69500007573515","Stim/Stim-GB/IN_M.PNG","66","","","1","exp","400","1","1","IC","b","true"
"fixation-image-keyboard-release-original","574","426824","0.0-23.0-1.66","","490.6499999342486","Stim/Stim-GB/MM_M.PNG","66","","","2","exp","100","2","1","C","b","true"
"fixation-image-keyboard-release-original","575","429648","0.0-23.0-1.67","","813.2500000065193","Stim/Stim-BG/MM_I.PNG","86","","","2","exp","700","2","0","IC","v","true"
"fixation-image-keyboard-release-original","576","432128","0.0-23.0-1.68","","468.36000005714595","Stim/Stim-GB/II_I.PNG","86","","","2","exp","700","1","0","C","v","true"
